100 - Result: timeout
**Phase 1 (Steps 1–22): Successful Approach**
**Phase 2 (Steps 23-90): Stuck on the Inside Wall of the Vase**
**Phase 3 (Steps 91–130): Drift Away from Target**
**Phase 4 (steps 131–500): The Infinite Loop**

The agent starts 37mm from the goal. Both are on the outer wall of the vase. The correct strategy would be to simply crawl along the outside surface — a straight path.
Instead, the agent crawled upward, over the rim, and down inside the vase. It actually reached 7.8mm from the goal — very close in Euclidean distance — but now it's on the inner wall and the target is on the outer wall. Just a few millimeters of ceramic between them, but no surface path to get there.
You can see the distance oscillating between 7 and 10mm for hundreds of steps — the agent is stuck on the inside, crawling in circles. All 500 steps are move_tangentially, timeout.
The problem is that Q-store was trained on simpler objects — cubes, cylinders, mugs, cups — where crawling in any direction that reduces distance usually works. On the vase, the surface_move heuristic projected the goal direction and picked a tangential direction that went upward over the rim. Q-store confirmed this because it looked like a familiar state. Once inside, the agent doesn't know how to get out — it has never encountered this geometry before.
This is episode 100 — the system has no vase-specific experience yet. It's applying strategies from other objects, and they don't work here.
Step 399 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 400 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 401 (dist=15.1mm): source: q_store, act_name: move_tangentially
Step 402 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 403 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 404 (dist=13.8mm): source: q_store, act_name: move_tangentially
Step 405 (dist=16.5mm): source: q_store, act_name: move_tangentially
Step 406 (dist=14.7mm): source: q_store, act_name: move_tangentially
Step 407 (dist=12.5mm): source: q_store, act_name: move_tangentially
Step 408 (dist=10.5mm): source: q_store, act_name: move_tangentially
Step 409 (dist=12.9mm): source: q_store, act_name: move_tangentially
Step 410 (dist=10.8mm): source: q_store, act_name: move_tangentially
Step 411 (dist=10.8mm): source: q_store, act_name: move_tangentially
Step 412 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 413 (dist=10.8mm): source: q_store, act_name: move_tangentially
Step 414 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 415 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 416 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 417 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 418 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 419 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 420 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 421 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 422 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 423 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 424 (dist=12.1mm): source: q_store, act_name: move_tangentially
Step 425 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 426 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 427 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 428 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 429 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 430 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 431 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 432 (dist=11.2mm): source: q_store, act_name: move_tangentially
Step 433 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 434 (dist=9.1mm): source: q_store, act_name: move_tangentially
Step 435 (dist=9.1mm): source: q_store, act_name: move_tangentially
Step 436 (dist=9.1mm): source: q_store, act_name: move_tangentially
Step 437 (dist=9.1mm): source: q_store, act_name: move_tangentially
Step 438 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 439 (dist=10.0mm): source: q_store, act_name: move_tangentially
Step 440 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 441 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 442 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 443 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 444 (dist=12.4mm): source: q_store, act_name: move_tangentially
Step 445 (dist=10.7mm): source: q_store, act_name: move_tangentially
Step 446 (dist=10.7mm): source: q_store, act_name: move_tangentially
Step 447 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 448 (dist=11.5mm): source: q_store, act_name: move_tangentially
Step 449 (dist=9.6mm): source: q_store, act_name: move_tangentially
Step 450 (dist=9.5mm): source: q_store, act_name: move_tangentially
Step 451 (dist=9.5mm): source: q_store, act_name: move_tangentially
Step 452 (dist=9.5mm): source: q_store, act_name: move_tangentially
Step 453 (dist=9.5mm): source: q_store, act_name: move_tangentially
Step 454 (dist=12.0mm): source: q_store, act_name: move_tangentially
Step 455 (dist=10.3mm): source: q_store, act_name: move_tangentially
Step 456 (dist=10.3mm): source: q_store, act_name: move_tangentially
Step 457 (dist=10.3mm): source: q_store, act_name: move_tangentially
Step 458 (dist=12.9mm): source: q_store, act_name: move_tangentially
Step 459 (dist=11.1mm): source: q_store, act_name: move_tangentially
Step 460 (dist=9.2mm): source: q_store, act_name: move_tangentially
Step 461 (dist=10.5mm): source: q_store, act_name: move_tangentially
Step 462 (dist=12.4mm): source: q_store, act_name: move_tangentially
Step 463 (dist=10.7mm): source: q_store, act_name: move_tangentially
Step 464 (dist=13.3mm): source: q_store, act_name: move_tangentially
Step 465 (dist=11.1mm): source: q_store, act_name: move_tangentially
Step 466 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 467 (dist=7.8mm): source: q_store, act_name: move_tangentially
Step 468 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 469 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 470 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 471 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 472 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 473 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 474 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 475 (dist=9.9mm): source: q_store, act_name: move_tangentially
Step 476 (dist=12.4mm): source: q_store, act_name: move_tangentially
Step 477 (dist=10.3mm): source: q_store, act_name: move_tangentially
Step 478 (dist=12.6mm): source: q_store, act_name: move_tangentially
Step 479 (dist=10.6mm): source: q_store, act_name: move_tangentially
Step 480 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 481 (dist=10.6mm): source: q_store, act_name: move_tangentially
Step 482 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 483 (dist=10.9mm): source: q_store, act_name: move_tangentially
Step 484 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 485 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 486 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 487 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 488 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 489 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 490 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 491 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 492 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 493 (dist=8.5mm): source: q_store, act_name: move_tangentially
Step 494 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 495 (dist=10.4mm): source: q_store, act_name: move_tangentially
Step 496 (dist=12.9mm): source: q_store, act_name: move_tangentially
Step 497 (dist=11.2mm): source: q_store, act_name: move_tangentially
Step 498 (dist=9.3mm): source: q_store, act_name: move_tangentially
Step 499 (dist=7.8mm): source: q_store, act_name: move_tangentially
Step 500 (dist=7.8mm): source: q_store, act_name: move_tangentially
